Epoch	Time(sec)	Loss_train	MAE_dev	MAE_test	RMSE_dev	RMSE_test	R2_dev	R2_test
24	1634.671385268	246892.74481935694	3.540346343910892	3.4699648983794265	4.5751886	4.5251	0.14924135471461764	0.17759848401726697
25	1702.613060189	245332.98012783442	3.510301534891695	3.4662397795682	4.5024834	4.526322	0.1760656808164014	0.1771543733218336
26	1770.6766680810001	247716.86044260595	3.523812945224256	3.496893833057331	4.554797	4.564066	0.15680809069723423	0.16337412127764683
27	1837.8896928039999	247081.88284434736	3.510961737196158	3.506955847701593	4.561366	4.5829515	0.15437425248486436	0.1564359677116015
28	1906.042063895	246427.75115251256	3.514122178154221	3.480333757832328	4.5563664	4.570272	0.1562269312535436	0.16109741071282146
29	1973.590734944	246282.77421629606	3.485507158947458	3.49212474191026	4.507815	4.5705223	0.17411333632254777	0.16100537178628427
30	2041.1643166049998	243446.7801176182	3.5012238531809237	3.521440465835027	4.5467215	4.5777135	0.15979540954009153	0.15836321109888785
31	2108.15325456	245403.51472324555	3.5437971513337874	3.507159679128198	4.5770535	4.570954	0.14854775338374704	0.16084709696107824
32	2176.545495315	244877.69643832583	3.5117864390335214	3.4633948358744737	4.5334954	4.5483446	0.16467646756723153	0.16912790379344944
33	2243.591766579	243154.4412350582	3.4909826743985017	3.502595288364876	4.526531	4.552178	0.1672409476090203	0.16772685388258146
34	2310.43138679	243689.08543632118	3.532532774385357	3.5191136342064078	4.591032	4.6007905	0.14333904453188728	0.14985615045261913
35	2377.662647295	244661.28332584957	3.494736375402208	3.5041021930403353	4.5262866	4.5617924	0.16733100819619628	0.16420746381623885
36	2445.1869660859998	243957.266180253	3.492611758326868	3.4997501520709866	4.508953	4.5450773	0.17369619441401551	0.17032110931211208
37	2512.0439415749997	242919.29338152226	3.492328084381452	3.437917316416522	4.513489	4.4826765	0.1720329120237014	0.19294658497470984
38	2579.706703649	243233.0847689784	3.527819516141667	3.4767302145867336	4.5421386	4.5286884	0.16148846544913298	0.17629382040030395
39	2646.497660258	243065.55906386115	3.495500148201003	3.490970008676947	4.5229526	4.564307	0.16855713275232131	0.1632855512246586
40	2713.69624139	243418.37753179178	3.5173941323016007	3.475778549095514	4.552703	4.5367885	0.15758329887819567	0.17334448313214612
41	2780.894113157	242840.40226142498	3.5328998672654257	3.4586294639563615	4.558872	4.5081177	0.15529860362732495	0.18375988953797862
42	2848.1144613769998	243753.93316763965	3.52153720705374	3.4829706972743653	4.559163	4.544659	0.15519090101222532	0.17047369426910508
43	2915.579850367	242077.3055525237	3.5034945419947494	3.47522286326578	4.5214143	4.5323744	0.16912250631027903	0.17495241936295014
44	2983.414785479	244161.08603566716	3.5218846007756834	3.49174099633218	4.5451035	4.552362	0.16039324147130551	0.16765941314526878
45	3051.070975818	242259.29672804326	3.530402927161714	3.483020492809473	4.549998	4.529189	0.15858406968559402	0.1761115771856806
46	3118.5169311219997	242265.9535567572	3.515387857863746	3.483220554182567	4.537853	4.527479	0.16306988291118762	0.17673346037221982
47	3186.043403342	242447.473945609	3.4842177967843986	3.4588060539012284	4.511943	4.520072	0.17259993683133334	0.17942519903167098
48	3253.17099371	242391.1924206721	3.4920404396791924	3.4670109502493345	4.52274	4.5217395	0.1686353244305433	0.1788195157621405
49	3320.639242787	242818.6648898724	3.514909993051916	3.508352933447109	4.5599403	4.590182	0.15490268008293828	0.15377213566871684
50	3388.4789093679997	242413.58361472996	3.485661905143861	3.4643074697471996	4.524761	4.5174932	0.1678919689947428	0.18036121113135029
51	3455.704489821	242677.37922411185	3.496529040995304	3.473486759830399	4.530502	4.534972	0.16577921959427344	0.17400631902212382
52	3523.3464535030002	241347.14189142713	3.523953934927911	3.4689756945890515	4.550331	4.5292425	0.1584608575233285	0.17609205981245712
53	3590.7625670459997	241412.40864128998	3.5265198403221696	3.4804704108600664	4.5626025	4.526199	0.1539156180068989	0.17719909802611
54	3657.879171825	242113.6491429626	3.5091934183572646	3.476463975973268	4.547692	4.53633	0.1594367471040652	0.17351151036989532
55	3725.098015841	242714.81174674426	3.4914878500966164	3.4665776690968144	4.5198936	4.5087705	0.1696814524944955	0.18352349504372634
56	3792.249042377	241228.84760107737	3.5023099710841854	3.4907528996786144	4.5368857	4.556402	0.16342674641051547	0.1661813190003948
57	3859.592177401	241705.22192362635	3.529021327735551	3.4786112481493707	4.5583363	4.525816	0.1554972621891474	0.17733824234989648
58	3926.626758891	242118.16983428595	3.512322159714094	3.4709222397795765	4.5301156	4.5103393	0.1659215872503661	0.18295523492541133
59	3994.8880813519995	241733.55875668852	3.5335855802870633	3.4922473514917134	4.578729	4.550961	0.14792418613312386	0.16817163512564082
60	4061.7083063779996	240363.09727336979	3.5145935788042757	3.490492579392257	4.553847	4.539303	0.15715989871438985	0.17242792624292402
61	4129.136626092	242798.94655103816	3.4682302838655947	3.477818817767423	4.4916644	4.5381308	0.18002060766639627	0.17285532293069772
62	4196.012380267999	242919.39420278333	3.5006133350289277	3.4796796641766035	4.5266433	4.5352507	0.1671996126825145	0.1739047396609883
63	4263.351773142	242187.47902998334	3.4927132235056857	3.4742513378360917	4.5215993	4.5322657	0.16905466452497575	0.17499194766222248
64	4331.367002568	241979.30214590102	3.5328114388284946	3.5153242561594538	4.570434	4.594732	0.15100876585759837	0.15209383007492516
65	4398.533916079001	242219.50887681262	3.508527905244442	3.5033021200439425	4.5178823	4.5721707	0.17042007470456355	0.16040022825379896
66	4465.629881399	241834.28807216242	3.503766618876977	3.49699853213765	4.533689	4.5480037	0.16460515557913824	0.16925243573160775
67	4532.775080621001	242077.1498776242	3.4810394022056297	3.448894760874487	4.5069776	4.5211287	0.17441998809416426	0.17904148126940234
68	4599.472605409999	242578.5957373511	3.4984480546535193	3.5056186571734957	4.5158086	4.565659	0.17118158983398646	0.16278982816612186
69	4666.162341542	240494.9384684661	3.4925759484916217	3.4900822175308317	4.5202584	4.5469947	0.1695474041364422	0.16962101125727735
70	4733.538921875001	242103.6891438561	3.5279287900731426	3.4790522090453573	4.5600286	4.539276	0.154869997001989	0.1724378365615168
71	4800.952739173999	241363.12184484355	3.496681860061871	3.4836456598691874	4.51971	4.538774	0.1697488238022583	0.1726206812779707
72	4867.572003449999	240790.00122492758	3.522124597670028	3.4522692645831374	4.5551295	4.5072293	0.15668510962183457	0.1840815321381406
73	4934.437517101	241017.9093255091	3.491892960687962	3.4794656745116104	4.500057	4.555833	0.17695339151835943	0.16638982841321326
74	5001.0044374280005	241763.83124763574	3.5190019281337706	3.465655747526757	4.5458965	4.49721	0.16010027221333623	0.1877049122561899
75	5067.111048399	240169.92143244325	3.4892767648657257	3.460518144186135	4.519757	4.5126033	0.1697317171489766	0.18213470497091167
76	5133.808866967	242031.73614625106	3.4766641124472413	3.4986448153198615	4.5184064	4.5564785	0.17022774356010473	0.1661534072023917
77	5200.710441421999	242163.54769965398	3.5209894416291894	3.476314589974079	4.534589	4.5427637	0.1642735079380805	0.17116557892312323
78	5267.846008715	240482.01471432985	3.48024949740238	3.4495831823104774	4.5176797	4.4964633	0.17049452395079379	0.18797457397142725
79	5334.483372957	239139.43872263975	3.5023324627190333	3.4808249023528393	4.5468664	4.543768	0.15974184398865177	0.17079909494839796
80	5400.885375771	241035.55047718063	3.48067690613027	3.4586917374884787	4.499552	4.527722	0.17713837613228367	0.17664524788566782
81	5467.118029245001	241227.18646179297	3.5019169583775085	3.4761755698473324	4.522678	4.529804	0.16865818956044887	0.17588779739763516
82	5533.399952522001	242536.9815898072	3.495792481570445	3.458795427338103	4.5182443	4.5241914	0.17028730313975637	0.17792871343062966
83	5599.694297321999	241492.52658575308	3.509708570117339	3.4410084106045775	4.5602098	4.491264	0.15480280135929791	0.18985149548686386
84	5666.772160668001	242439.15932575084	3.4877956413714806	3.482161506523783	4.5158625	4.5401654	0.1711617454514195	0.1721134757344791
85	5733.776524720999	239441.4068213869	3.505024951968935	3.500616399381053	4.551202	4.5644345	0.15813864222009955	0.16323897752835503
86	5800.056236819	240576.9130876979	3.5059852905553766	3.4774827199884095	4.5368195	4.5447626	0.16345114988998521	0.17043601367404193
87	5866.849489217	241661.59648976976	3.4945992455151895	3.4398499943687626	4.518151	4.4766297	0.1703215161295698	0.19512238750462574
88	5933.721866342999	241851.3018898975	3.4941040934317895	3.4756886783518306	4.5143504	4.536597	0.17171678574358584	0.17341435260598748
89	6000.20972664	241099.15130460012	3.5346710209661736	3.4843088795924273	4.5621576	4.5683465	0.15408075026820178	0.16180402722143683
90	6065.899638154	241595.2270240157	3.4586212804403837	3.5166340170078634	4.4838004	4.573939	0.1828893031314054	0.15975077305857988
91	6132.018128374	240861.11446278676	3.48739694189413	3.4894060633563373	4.519805	4.5567822	0.16971392872482893	0.16604235438903037
92	6199.021723901	240798.72076597845	3.493878256733089	3.4906071267862786	4.5186524	4.5516844	0.17013739523651927	0.16790723991981982
93	6265.2075360359995	241307.19084939713	3.4973493387873975	3.4788057472194036	4.5407124	4.529355	0.1620147254310027	0.17605120818033415
94	6331.55086761	241567.514207222	3.5043374898350153	3.487832809477655	4.5369	4.543279	0.16342146059604978	0.17097748921614953
95	6398.081983980999	241591.0805485602	3.49578011822566	3.5043361954780345	4.527931	4.567418	0.16672576028581065	0.1621447222585639
96	6464.489056457	241178.60367922383	3.505600579547521	3.5119728322921766	4.525965	4.5668697	0.1674491497971129	0.16234585962066894
97	6530.6703016970005	241359.48749401452	3.480746910918389	3.485321976204631	4.5022326	4.551778	0.17615750303870326	0.167873029139602
98	6597.513575053999	243244.4834680256	3.5365603062503412	3.483526907932022	4.5470285	4.5327654	0.15968195666504637	0.17480988397473174
99	6663.645044888999	241281.40460847114	3.541529764087247	3.478214372551144	4.5672784	4.5170054	0.15218056569449923	0.18053823316413486
